sno,label,id,fea_1,fea_2,fea_3,fea_4,fea_5,fea_6,fea_7,fea_8,fea_9,fea_10,fea_11,OVD_t1,OVD_t2,OVD_t3,OVD_sum,pay_normal,prod_code,prod_limit,update_date,new_balance,highest_balance,report_date
25,1,58995168,7,1335.5,1,151000,2,11,5,110,3,60084,1,0,0,0,0,26,10,127600,28-02-2014,16332,28842,04-10-2016
26,1,58995168,7,1335.5,1,151000,2,11,5,110,3,60084,1,0,0,0,0,31,10,57200,14-06-2013,-52.8,21956,28-09-2015
27,1,58995168,7,1335.5,1,151000,2,11,5,110,3,60084,1,0,0,0,0,1,0,68200,07-10-2011,0,150500,28-09-2015
28,1,58995168,7,1335.5,1,151000,2,11,5,110,3,60084,1,0,0,0,0,34,1,68200,19-08-2010,0,160500,20-08-2013
29,0,54987320,7,1286.156813,2,59000,2,11,5,108,4,450081,197.4031408,0,0,0,0,5,10,68200,17-10-2015,41966.4,35472,18-02-2016
30,0,54987320,7,1286.156813,2,59000,2,11,5,108,4,450081,197.4031408,0,0,0,0,13,10,137500,23-02-2015,124003.2,124406,28-02-2016
31,0,54987320,7,1286.156813,2,59000,2,11,5,108,4,450081,197.4031408,0,0,0,0,25,10,247500,15-02-2014,141064.8,210500,20-03-2016
32,0,54987320,7,1286.156813,2,59000,2,11,5,108,4,450081,197.4031408,0,0,0,0,25,0,68200,31-12-2013,164227.2,240500,22-01-2016
33,0,54987320,7,1286.156813,2,59000,2,11,5,108,4,450081,197.4031408,0,0,0,0,34,2,68200,17-03-2013,1602807.6,1500500,27-02-2016
34,0,54987320,7,1286.156813,2,59000,2,11,5,108,4,450081,197.4031408,0,0,0,0,36,10,79200,11-09-2012,61560,63880,27-02-2016
35,0,54987320,7,1286.156813,2,59000,2,11,5,108,4,450081,197.4031408,0,0,0,0,14,2,68200,28-03-2011,0,1100500,16-05-2012
36,0,54987320,7,1286.156813,2,59000,2,11,5,108,4,450081,197.4031408,0,0,0,0,28,10,68200,19-06-2009,207640.8,269551,15-03-2016
37,0,54987320,7,1286.156813,2,59000,2,11,5,108,4,450081,197.4031408,0,0,0,0,13,6,68200,12-01-2008,0,15400,08-03-2009
38,0,59005995,6,1217,3,56000,2,6,-1,100,3,60091,1,0,0,0,0,4,10,42900,14-02-2016,43974,38946,28-05-2016
39,0,59005995,6,1217,3,56000,2,6,-1,100,3,60091,1,0,0,0,0,18,24,68200,16-12-2014,113520,250500,18-04-2016
40,0,59005995,6,1217,3,56000,2,6,-1,100,3,60091,1,0,0,0,0,27,10,27500,27-01-2014,13804.8,26075,05-08-2016
41,1,59001917,4,1304,3,35000,2,8,9,85,5,60069,1,0,0,0,0,2,10,68200,02-05-2016,22764,19470,02-11-2016
42,1,59001917,4,1304,3,35000,2,8,9,85,5,60069,1,0,0,0,0,26,13,68200,14-07-2013,0,44028,25-07-2015
43,1,54984789,5,1256,3,78000,2,15,-1,111,3,60030,1,0,0,0,0,9,10,68200,24-08-2015,87733.2,73611,05-11-2016
44,1,54984789,5,1256,3,78000,2,15,-1,111,3,60030,1,3,1,0,82,12,10,35200,06-01-2014,4561.2,20680,25-04-2016
45,1,54984789,5,1256,3,78000,2,15,-1,111,3,60030,1,0,0,0,0,31,10,11000,22-11-2013,0,11352,23-05-2016
46,1,54984789,5,1256,3,78000,2,15,-1,111,3,60030,1,1,0,0,23,28,10,31900,12-07-2013,0,24308,15-05-2016
47,0,58984557,5,1323.5,3,218000,2,15,5,112,4,151300,282.8427125,0,0,0,0,4,10,161700,08-10-2015,36333.6,73513,21-11-2015
48,0,58984557,5,1323.5,3,218000,2,15,5,112,4,151300,282.8427125,0,0,0,0,8,2,68200,16-02-2015,1274601.6,2500500,16-02-2015
49,0,58984557,5,1323.5,3,218000,2,15,5,112,4,151300,282.8427125,0,0,0,0,16,1,68200,06-10-2014,225606,303803,10-01-2015
50,0,58984557,5,1323.5,3,218000,2,15,5,112,4,151300,282.8427125,0,0,0,0,1,10,26400,13-01-2009,0,4373,10-01-2015
51,0,58984557,5,1323.5,3,218000,2,15,5,112,4,151300,282.8427125,0,0,0,0,36,5,68200,14-07-2008,0,132500,24-07-2011
52,0,58984557,5,1323.5,3,218000,2,15,5,112,4,151300,282.8427125,8,0,24,19370,1,10,68200,26-08-2007,0,25322,10-01-2011
53,0,58984557,5,1323.5,3,218000,2,15,5,112,4,151300,282.8427125,0,0,0,0,16,13,68200,28-05-2007,0,32500,26-11-2008
54,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,1,5,68200,02-10-2015,0,250197,12-12-2015
55,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,1,5,68200,02-10-2015,0,250197,12-12-2015
56,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,5,5,68200,13-09-2015,838872,750500,22-01-2016
57,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,5,5,68200,13-09-2015,838872,750500,22-01-2016
58,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,10,5,68200,05-08-2015,175005.6,185500,22-01-2016
59,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,10,5,68200,05-08-2015,175005.6,185500,22-01-2016
60,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,6,10,116600,12-10-2014,135378,117060,19-03-2016
61,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,6,10,116600,12-10-2014,135378,117060,19-03-2016
62,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,10,10,68200,12-10-2014,0,107565,25-09-2015
63,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,10,10,68200,12-10-2014,0,107565,25-09-2015
64,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,15,5,68200,30-08-2014,0,144500,26-10-2015
65,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,15,5,68200,30-08-2014,0,144500,26-10-2015
66,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,0,5,68200,23-02-2014,0,184689,02-10-2015
67,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,0,5,68200,23-02-2014,0,184689,02-10-2015
68,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,29,5,68200,22-06-2013,0,310500,26-10-2015
69,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,29,5,68200,22-06-2013,0,310500,26-10-2015
70,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,36,1,68200,15-12-2012,316702.8,580500,22-01-2016
71,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,36,1,68200,15-12-2012,316702.8,580500,22-01-2016
72,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,15,5,68200,05-11-2012,0,250500,25-05-2013
73,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,15,5,68200,05-11-2012,0,250500,25-05-2013
74,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,2,0,64,14,10,68200,14-12-2009,0,126377,22-09-2011
75,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,2,0,64,14,10,68200,14-12-2009,0,126377,22-09-2011
76,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,1,2,0,141,2,10,68200,03-09-2009,2818.8,44047,22-09-2011
77,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,1,2,0,141,2,10,68200,03-09-2009,2818.8,44047,22-09-2011
78,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,1,1,0,81,2,10,68200,03-09-2009,9108,44047,22-09-2011
79,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,1,1,0,81,2,10,68200,03-09-2009,9108,44047,22-09-2011
80,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,35,5,68200,14-02-2009,0,200500,26-02-2012
81,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,35,5,68200,14-02-2009,0,200500,26-02-2012
82,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,36,10,68200,14-02-2009,33375.6,45329,31-01-2016
83,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,36,10,68200,14-02-2009,33375.6,45329,31-01-2016
84,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,1,0,0,20,33,19,68200,20-09-2008,0,200500,28-08-2012
85,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,1,0,0,20,33,19,68200,20-09-2008,0,200500,28-08-2012
86,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,3,10,68200,05-08-2008,0,750,28-08-2012
87,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,3,10,68200,05-08-2008,0,750,28-08-2012
88,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,1,5,68200,13-03-2006,0,150500,26-03-2009
89,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,1,5,68200,13-03-2006,0,150500,26-03-2009
90,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,1,10,68200,10-01-2006,0,15271,04-09-2008
91,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,1,10,68200,10-01-2006,0,15271,04-09-2008
92,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,1,5,68200,03-07-2005,0,75500,04-05-2005
93,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,1,5,68200,03-07-2005,0,75500,04-05-2005
94,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,17,5,68200,04-03-2005,0,146500,11-04-2006
95,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,17,5,68200,04-03-2005,0,146500,11-04-2006
96,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,1,10,68200,14-08-2004,0,44047,11-04-2006
97,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,1,10,68200,14-08-2004,0,44047,11-04-2006
98,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,11,5,68200,28-08-2001,0,62500,07-10-2007
99,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,0,0,0,0,11,5,68200,28-08-2001,0,62500,07-10-2007
100,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,12,0,0,12,24,10,103400,28-01-1996,116726.4,100219,03-06-2016
101,0,54990497,4,1286.156813,2,35000,2,8,5,101,3,60029,237.301496,12,0,0,12,24,10,103400,28-01-1996,116726.4,100219,03-06-2016
102,0,58996401,7,1314.5,1,483000,2,11,9,101,3,151300,282.8427125,0,0,0,0,4,2,68200,08-04-2015,0,7200500,28-10-2015
103,0,58996401,7,1314.5,1,483000,2,11,9,101,3,151300,282.8427125,0,0,0,0,9,10,184800,13-05-2013,0,1623,19-10-2013
104,0,58996401,7,1314.5,1,483000,2,11,9,101,3,151300,282.8427125,0,0,0,0,6,2,68200,30-01-2013,0,3400500,06-07-2013
105,0,58996401,7,1314.5,1,483000,2,11,9,101,3,151300,282.8427125,0,0,0,0,2,2,68200,05-01-2013,0,3385500,15-07-2013
106,0,58996401,7,1314.5,1,483000,2,11,9,101,3,151300,282.8427125,0,0,0,0,27,2,68200,20-11-2012,0,4148015,23-01-2015
107,0,58996401,7,1314.5,1,483000,2,11,9,101,3,151300,282.8427125,0,0,0,0,18,2,68200,24-08-2010,0,3584500,02-01-2013
108,0,58996401,7,1314.5,1,483000,2,11,9,101,3,151300,282.8427125,0,0,0,0,36,10,99000,22-06-2009,51891.6,62072,05-04-2016
109,0,58996401,7,1314.5,1,483000,2,11,9,101,3,151300,282.8427125,0,0,0,0,23,10,68200,26-08-2008,0,73500,14-01-2012
110,0,58996401,7,1314.5,1,483000,2,11,9,101,3,151300,282.8427125,0,0,0,0,17,5,68200,22-07-2008,0,473500,28-11-2009
111,0,58996401,7,1314.5,1,483000,2,11,9,101,3,151300,282.8427125,0,0,0,0,34,10,11000,21-07-2008,0,10500,03-11-2011
112,0,58996401,7,1314.5,1,483000,2,11,9,101,3,151300,282.8427125,0,0,0,0,20,5,68200,21-03-2008,0,250500,28-11-2009
113,0,58996401,7,1314.5,1,483000,2,11,9,101,3,151300,282.8427125,0,0,0,0,28,10,68200,08-07-2007,0,3359,12-09-2007
114,0,58996401,7,1314.5,1,483000,2,11,9,101,3,151300,282.8427125,0,0,0,0,36,10,68200,08-05-2007,0,14947,09-12-2015
115,0,58996401,7,1314.5,1,483000,2,11,9,101,3,151300,282.8427125,0,0,0,0,12,10,68200,30-06-2006,0,1285,09-12-2015
116,0,58996401,7,1314.5,1,483000,2,11,9,101,3,151300,282.8427125,0,0,0,0,36,10,82500,14-06-2006,1798.8,49966,20-05-2016
117,0,58996401,7,1314.5,1,483000,2,11,9,101,3,151300,282.8427125,0,0,0,0,36,10,85800,11-01-2006,0,73517,05-08-2014
118,0,58996401,7,1314.5,1,483000,2,11,9,101,3,151300,282.8427125,0,0,0,0,35,1,68200,23-10-2005,0,347500,12-10-2010
119,0,58996401,7,1314.5,1,483000,2,11,9,101,3,151300,282.8427125,0,0,0,0,4,10,1650,24-06-2005,0,35228,28-04-2010
120,0,58996401,7,1314.5,1,483000,2,11,9,101,3,151300,282.8427125,0,0,0,0,1,10,82500,24-05-2005,0,46540,28-04-2010
121,0,58996401,7,1314.5,1,483000,2,11,9,101,3,151300,282.8427125,1,0,0,1,20,10,205700,20-05-2005,0,29975,09-07-2013
122,0,58996401,7,1314.5,1,483000,2,11,9,101,3,151300,282.8427125,1,0,0,23,31,10,68200,20-05-2005,0,29975,03-01-2011
123,0,58996401,7,1314.5,1,483000,2,11,9,101,3,151300,282.8427125,0,0,0,0,24,10,68200,15-04-2005,33886.8,62034,19-04-2016
124,0,58996401,7,1314.5,1,483000,2,11,9,101,3,151300,282.8427125,0,0,0,0,1,10,42900,26-07-2004,25.2,1735,23-01-2005
125,0,59001833,4,1250,3,95000,2,8,9,111,4,60047,1,0,0,0,0,15,10,57200,20-01-2015,31646.4,48829,03-06-2016
126,0,59001833,4,1250,3,95000,2,8,9,111,4,60047,1,0,0,0,0,6,6,68200,19-07-2014,0,12494,04-10-2015
127,0,59001833,4,1250,3,95000,2,8,9,111,4,60047,1,0,0,0,0,21,10,68200,07-02-2014,0,37712,27-02-2016
128,0,58989327,7,1223,3,81000,2,11,5,114,4,151300,194.9358869,0,0,0,0,10,10,20680,01-12-2015,1962,12852,25-09-2015
129,0,58989327,7,1223,3,81000,2,11,5,114,4,151300,194.9358869,0,0,0,0,3,10,124300,10-01-2015,47640,66135,28-11-2015
130,0,58989327,7,1223,3,81000,2,11,5,114,4,151300,194.9358869,0,0,0,0,16,1,68200,16-07-2014,446775.6,470500,10-01-2015
131,0,58989327,7,1223,3,81000,2,11,5,114,4,151300,194.9358869,0,0,0,0,21,10,68200,17-02-2014,10190.4,49300,25-10-2015
132,0,59003965,4,1286.156813,2,76000,2,8,9,113,4,60091,158.4077018,0,0,0,0,5,10,66000,10-09-2015,-10.8,18191,16-01-2016
133,0,59003965,4,1286.156813,2,76000,2,8,9,113,4,60091,158.4077018,0,0,0,0,12,10,112200,27-02-2015,494.4,34147,25-01-2016
134,0,59003965,4,1286.156813,2,76000,2,8,9,113,4,60091,158.4077018,0,0,0,0,27,10,68200,11-09-2013,0,6904,01-12-2016
135,0,58992002,7,1365.5,1,96000,2,11,-1,78,3,60025,178.8854382,0,0,0,0,2,6,68200,26-12-2015,54000,50500,18-01-2016
136,0,58992002,7,1365.5,1,96000,2,11,-1,78,3,60025,178.8854382,0,0,0,0,4,6,68200,31-10-2015,30720,64500,21-01-2016
137,0,58992002,7,1365.5,1,96000,2,11,-1,78,3,60025,178.8854382,0,0,0,0,10,6,68200,18-05-2015,2462.4,19000,18-01-2016
138,0,58992002,7,1365.5,1,96000,2,11,-1,78,3,60025,178.8854382,0,0,0,0,1,6,68200,16-01-2015,0,21180,22-10-2015
139,0,58992002,7,1365.5,1,96000,2,11,-1,78,3,60025,178.8854382,0,0,0,0,1,6,68200,16-01-2015,0,35800,21-09-2015
140,0,58992002,7,1365.5,1,96000,2,11,-1,78,3,60025,178.8854382,0,0,0,0,1,6,68200,31-05-2014,0,27400,21-09-2015
141,0,58992002,7,1365.5,1,96000,2,11,-1,78,3,60025,178.8854382,0,0,0,0,16,13,68200,08-05-2012,0,36500,24-02-2014
142,0,58992002,7,1365.5,1,96000,2,11,-1,78,3,60025,178.8854382,1,2,2,450,2,10,68200,31-08-2009,0,27817,03-01-2010
143,0,58992002,7,1365.5,1,96000,2,11,-1,78,3,60025,178.8854382,2,4,0,258,15,13,68200,19-03-2009,0,34990,15-11-2011
144,0,58992002,7,1365.5,1,96000,2,11,-1,78,3,60025,178.8854382,0,0,0,0,2,5,68200,10-11-2008,0,119946,16-05-2010
145,0,58992002,7,1365.5,1,96000,2,11,-1,78,3,60025,178.8854382,0,0,0,0,18,19,68200,27-07-2008,0,207284,03-04-2013
146,0,58992002,7,1365.5,1,96000,2,11,-1,78,3,60025,178.8854382,0,0,0,0,1,13,68200,09-12-2007,0,34500,16-12-2009
147,0,58992002,7,1365.5,1,96000,2,11,-1,78,3,60025,178.8854382,8,5,0,600,15,10,68200,05-06-2007,0,25397,04-12-2009
148,0,58992002,7,1365.5,1,96000,2,11,-1,78,3,60025,178.8854382,0,0,0,0,1,10,68200,26-02-2006,0,41091,03-10-2010
149,0,58992002,7,1365.5,1,96000,2,11,-1,78,3,60025,178.8854382,0,0,0,0,2,10,68200,12-09-2005,0,31190,02-02-2009
150,0,58992002,7,1365.5,1,96000,2,11,-1,78,3,60025,178.8854382,0,0,0,0,4,10,68200,10-08-2005,-10.8,57513,01-06-2013
151,0,58992002,7,1365.5,1,96000,2,11,-1,78,3,60025,178.8854382,4,1,0,149,18,10,68200,11-02-2005,0,38878,01-06-2013
152,0,58992002,7,1365.5,1,96000,2,11,-1,78,3,60025,178.8854382,0,0,0,0,0,10,68200,19-09-1998,0,320592,03-05-2001
153,0,54987675,7,1257.5,3,126000,2,11,5,105,3,151300,1,0,0,0,0,9,10,68200,21-12-2011,0,1388,03-05-2001
154,0,54987675,7,1257.5,3,126000,2,11,5,105,3,151300,1,2,0,0,31,3,10,68200,23-04-2011,0,1259,17-06-2011
155,0,54987675,7,1257.5,3,126000,2,11,5,105,3,151300,1,0,0,0,0,26,5,68200,08-10-2010,0,100500,26-08-2012
156,0,54987675,7,1257.5,3,126000,2,11,5,105,3,151300,1,6,4,2,630,6,10,68200,21-04-2010,0,42500,25-10-2011
157,0,54987675,7,1257.5,3,126000,2,11,5,105,3,151300,1,2,0,0,31,33,10,33000,15-04-2009,598.8,20483,11-01-2015
158,0,54987675,7,1257.5,3,126000,2,11,5,105,3,151300,1,0,0,0,0,36,10,68200,15-09-2008,30541.2,91604,02-12-2016
159,0,58998405,4,1214,3,81000,2,8,5,111,1,60043,202.4845673,0,0,0,0,2,10,68200,10-09-2015,931.2,1336,21-11-2015
160,0,58998405,4,1214,3,81000,2,8,5,111,1,60043,202.4845673,0,0,0,0,4,10,68200,28-08-2015,0,1061,10-03-2015
161,0,58998405,4,1214,3,81000,2,8,5,111,1,60043,202.4845673,0,0,0,0,8,10,100100,13-06-2015,21394.8,25891,01-12-2016
162,0,58998405,4,1214,3,81000,2,8,5,111,1,60043,202.4845673,0,0,0,0,16,5,68200,09-08-2014,197461.2,200500,21-11-2015
163,0,58998405,4,1214,3,81000,2,8,5,111,1,60043,202.4845673,0,0,0,0,23,10,99000,18-02-2014,22434,23619,20-12-2015
164,1,58993173,7,1241,3,78000,1,11,5,105,5,60074,1,0,0,0,0,3,10,88000,01-01-2016,64660.8,81133,14-03-2016
165,1,58993173,7,1241,3,78000,1,11,5,105,5,60074,1,0,0,0,0,15,1,68200,29-11-2014,639676.8,656938,26-01-2016
166,1,54985924,7,1241,1,111000,2,11,5,90,5,350068,223.6067977,0,0,0,0,3,10,68200,16-11-2015,0,7230,01-09-2016
167,1,54985924,7,1241,1,111000,2,11,5,90,5,350068,223.6067977,0,0,0,0,1,10,72600,12-06-2015,1212,1510,01-09-2016
168,1,54985924,7,1241,1,111000,2,11,5,90,5,350068,223.6067977,0,0,0,0,16,10,68200,22-10-2014,4075.2,44047,02-05-2016
169,1,54985924,7,1241,1,111000,2,11,5,90,5,350068,223.6067977,0,0,0,0,16,10,122100,09-08-2014,21538.8,83039,24-01-2016
170,1,54985924,7,1241,1,111000,2,11,5,90,5,350068,223.6067977,0,0,0,0,33,10,37400,05-07-2013,8227.2,19954,23-12-2015
171,1,54985924,7,1241,1,111000,2,11,5,90,5,350068,223.6067977,1,0,0,13,35,10,68200,12-05-2012,-81.6,17390,25-08-2015
172,1,59000383,4,1286.156813,2,47000,2,8,9,107,5,151300,1,0,0,0,0,5,10,68200,08-12-2015,25892.4,47632,12-09-2015
173,1,59000383,4,1286.156813,2,47000,2,8,9,107,5,151300,1,0,0,0,0,6,10,22000,26-06-2015,23646,20890,11-08-2015
174,0,58994740,7,1286.156813,2,77000,2,11,9,114,5,510000,159.6997182,0,0,0,0,14,6,68200,08-12-2012,0,22500,31-07-2015
175,0,58994740,7,1286.156813,2,77000,2,11,9,114,5,510000,159.6997182,0,0,0,0,36,5,68200,27-04-2012,0,50500,26-04-2015
176,0,58994740,7,1286.156813,2,77000,2,11,9,114,5,510000,159.6997182,0,0,0,0,36,10,68200,01-03-2012,18484.8,30378,22-03-2016
177,0,58994740,7,1286.156813,2,77000,2,11,9,114,5,510000,159.6997182,1,5,2,589,13,5,68200,03-01-2009,0,50490,09-03-2011
178,0,58994740,7,1286.156813,2,77000,2,11,9,114,5,510000,159.6997182,0,0,0,0,12,13,68200,18-05-2008,0,48500,04-03-2010
179,0,59004503,4,1305.5,1,129000,2,8,5,81,5,60014,1,0,0,0,0,4,10,77000,29-07-2015,2642.4,12832,03-12-2016
180,0,59004503,4,1305.5,1,129000,2,8,5,81,5,60014,1,0,0,0,0,13,10,106700,31-01-2015,1200,23703,03-12-2016
181,0,58991241,7,1277,1,150000,2,11,5,95,5,60015,1,0,0,0,0,27,10,137500,23-10-2013,89727.6,93055,02-06-2016
182,0,58991241,7,1277,1,150000,2,11,5,95,5,60015,1,1,0,0,1,35,10,34100,19-08-2007,1081.2,25506,14-02-2016
183,0,54991685,4,1304,1,35000,2,8,5,105,3,340019,181.6590212,0,0,0,0,9,10,68200,27-06-2015,8898,16151,19-03-2016
184,0,54991685,4,1304,1,35000,2,8,5,105,3,340019,181.6590212,4,4,0,212,5,6,68200,06-12-2012,0,14700,15-07-2013
185,0,54991685,4,1304,1,35000,2,8,5,105,3,340019,181.6590212,0,0,0,0,15,6,68200,18-05-2011,0,58400,23-05-2012
186,0,59003773,4,1320.5,3,164000,1,8,5,105,5,151300,187.0828693,0,0,0,0,11,10,138600,15-03-2015,31134,32108,01-09-2016
187,0,59003773,4,1320.5,3,164000,1,8,5,105,5,151300,187.0828693,0,0,0,0,25,10,68200,20-12-2013,3556.8,26210,01-05-2016
